,gene,biotype,synonym
3275,agaA,pseudogene,"ECK3123,yraA"
3276,agaS,protein_coding,"ECK3124,yraB"
3277,kbaY,protein_coding,"agaY,ECK3125,kba,yraC"
3278,agaB,protein_coding,"ECK3126,yraD"
3279,agaC,protein_coding,"ECK3127,yraE"
3280,agaD,protein_coding,"ECK3128,yraF"
3281,agaI,protein_coding,"ECK3129,yraG"
3282,yraH,protein_coding,ECK3130
3283,yraI,protein_coding,ECK3131
3284,yraJ,protein_coding,ECK3132
3285,yraK,protein_coding,ECK3133
3286,rsmI,protein_coding,"ECK3134,yraL"
3287,lpoA,protein_coding,"ECK3135,yraM"
3288,yraN,protein_coding,ECK3136
3289,diaA,protein_coding,"ECK3137,yraO"
3290,yraP,protein_coding,"ecfH,ECK3138"
3291,yraQ,protein_coding,ECK3139
3292,yraR,protein_coding,ECK3140
3293,yhbO,protein_coding,ECK3141
3294,yhbP,protein_coding,ECK3142
3295,yhbQ,protein_coding,ECK3143
3296,yhbS,protein_coding,ECK3144
3297,ubiT,protein_coding,"ECK3145,yhbT"
3298,ubiU,protein_coding,"ECK3146,yhbU"
3299,ubiV,protein_coding,"ECK3147,yhbV"
3300,yhbW,protein_coding,ECK3148
3301,mtr,protein_coding,ECK3149
3302,deaD,protein_coding,"csdA,ECK3150,mssB,rhlD"
3303,yrbN,protein_coding,ECK4500
3304,nlpI,protein_coding,"ECK3151,yhbM"
3305,pnp,protein_coding,"bfl,ECK3152"
3306,sraG,ncRNA,"ECK3153,p3,psrA15,psrO"
3307,rpsO,protein_coding,"ECK3154,secC"
3308,truB,protein_coding,"ECK3155,yhbA"
3309,rbfA,protein_coding,"ECK3156,sdr-43,yhbB"
3310,infB,protein_coding,"ECK3157,ssyG"
3311,nusA,protein_coding,ECK3158
3312,rimP,protein_coding,"ECK3159,yhbC"
3313,metY,tRNA,ECK3160
3314,argG,protein_coding,ECK3161
3315,yhbX,protein_coding,ECK3162
3316,leuU,tRNA,ECK3163
3317,secG,protein_coding,"ECK3164,prlH"
3318,glmM,protein_coding,"ECK3165,mrsA,yhbF"
3319,folP,protein_coding,"dhpS,ECK3166"
3320,ftsH,protein_coding,"ECK3167,hflB,mrsC,std,tolZ"
3321,rlmE,protein_coding,"ECK3168,ftsJ,mrsF,rrmJ"
3322,yhbY,protein_coding,ECK3169
3323,greA,protein_coding,ECK3170
3324,dacB,protein_coding,ECK3171
3325,obgE,protein_coding,"cgtA,ECK3172,obg,yhbZ"
3326,yhbE,protein_coding,ECK3173
3327,rpmA,protein_coding,"ECK3174,rpz"
3328,rplU,protein_coding,ECK3175
3329,ispB,protein_coding,"cel,ECK3176,yhbD"
3330,sfsB,protein_coding,"ECK3177,nlp,sfs7"
3331,murA,protein_coding,"ECK3178,mrbA,murZ"
3332,ibaG,protein_coding,"ECK3179,yrbA"
3333,mlaB,protein_coding,"ECK3180,yrbB"
3334,mlaC,protein_coding,"ECK3181,yrbC"
3335,mlaD,protein_coding,"ECK3182,yrbD"
3336,mlaE,protein_coding,"ECK3183,yrbE"
3337,mlaF,protein_coding,"ECK3184,yrbF"
3338,yrbG,protein_coding,ECK3185
3339,kdsD,protein_coding,"ECK3186,yrbH"
3340,kdsC,protein_coding,"ECK3187,yrbI,yrbJ"
3341,lptC,protein_coding,"ECK3188,yrbK"
3342,lptA,protein_coding,"ECK3189,yhbN"
3343,lptB,protein_coding,"ECK3190,yhbG"
3344,rpoN,protein_coding,"ECK3191,glnF,ntrA"
3345,hpf,protein_coding,"ECK3192,yhbH"
3346,ptsN,protein_coding,"ECK3193,rpoP,yhbI"
3347,rapZ,protein_coding,"ECK3194,yhbJ"
3348,npr,protein_coding,"ECK3195,ptsO,rpoR,yhbK"
3349,yrbL,protein_coding,ECK3196
3350,mtgA,protein_coding,"ECK3197,mgt,yrbM"
3351,elbB,protein_coding,"ECK3198,elb2,s27a,yhbL,yzzB"
3352,arcZ,ncRNA,"ECK3199,psrA16,ryhA,sraH"
3353,arcB,protein_coding,ECK3200
3354,yhcC,protein_coding,ECK3201
3355,gltB,protein_coding,"aspB,ECK3202,ossB,psiQ"
3356,gltD,protein_coding,"aspB,ECK3203,ossB,psiQ"
3357,gltF,protein_coding,"ECK3204,ossB"
3358,yhcA,protein_coding,ECK3205
3359,yhcD,protein_coding,ECK3206
3360,yhcE,pseudogene,"b3217,b4549,ECK3207"
3361,insH10,protein_coding,"ECK0261,trs5-10,yi52_10"
3362,yhcF,protein_coding,ECK3208
3363,yhcG,protein_coding,ECK3209
3364,yhcH,protein_coding,ECK3210
3365,nanK,protein_coding,"ECK3211,yhcI"
3366,nanE,protein_coding,"ECK3212,yhcJ"
3367,nanT,protein_coding,ECK3213
3368,nanA,protein_coding,"ECK3214,npl"
3369,nanR,protein_coding,"ECK3215,yhcK"
3370,dcuD,protein_coding,"ECK3216,yhcL"
3371,sspB,protein_coding,ECK3217
3372,sspA,protein_coding,"ECK3218,pog,ssp"
3373,rpsI,protein_coding,ECK3219
3374,rplM,protein_coding,ECK3220
3375,zapE,protein_coding,"ECK3221,yhcM"
3376,yhcB,protein_coding,ECK3222
3377,degQ,protein_coding,"ECK3223,hhoA"
3378,degS,protein_coding,"ECK3224,hhoB,htrH"
3379,mdh,protein_coding,ECK3225
3380,argR,protein_coding,"ECK3226,Rarg,xerA"
3381,yhcN,protein_coding,ECK3227
3382,yhcO,protein_coding,ECK3228
3383,aaeB,protein_coding,"ECK3229,yhcP"
3384,aaeA,protein_coding,"ECK3230,yhcQ"
3385,aaeX,protein_coding,"ECK3231,yhcR"
3386,aaeR,protein_coding,"ECK3232,qseA,yhcS"
3387,tldD,protein_coding,"ECK3233,yhdO"
3388,yhdP,protein_coding,"b3245,b3246,ECK3234,yhdQ,yhdR"
3389,rng,protein_coding,"adhR,cafA,ECK3235,yhdF"
3390,yhdE,protein_coding,ECK3236
3391,mreD,protein_coding,ECK3237
3392,mreC,protein_coding,ECK3238
3393,mreB,protein_coding,"ECK3239,envB,mon,mreB_1,rodY"
3394,csrD,protein_coding,"ECK3240,yhdA"
3395,yhdH,protein_coding,"acuI,ECK3241"
3396,yrdF,pseudogene,ECK4509
3397,yrdE,pseudogene,ECK4442
3398,accB,protein_coding,"ECK3242,fabE"
3399,accC,protein_coding,"ECK3243,fabG"
3400,yhdT,protein_coding,ECK3244
3401,panF,protein_coding,ECK3245
3402,prmA,protein_coding,"ECK3246,prm-1,yhdI"
3403,dusB,protein_coding,"ECK3247,yhdG"
3404,fis,protein_coding,"ECK3248,nbp"
3405,yhdJ,protein_coding,"ccrM,ECK3249"
3406,yhdU,protein_coding,ECK3250
3407,envR,protein_coding,"acrS,ECK3251,yhdK"
3408,acrE,protein_coding,"ECK3252,envC"
3409,acrF,protein_coding,"ECK3253,envD"
3410,yhdV,protein_coding,ECK3254
3411,yhdW,pseudogene,ECK3255
3412,yhdX,protein_coding,ECK3256
3413,yhdY,protein_coding,ECK3257
3414,yhdZ,protein_coding,ECK3258
3415,rrfF,rRNA,"ECK3259,rrfDbeta,rrvD"
3416,thrV,tRNA,ECK3260
3417,rrfD,rRNA,ECK3261
3418,rrlD,rRNA,ECK3262
3419,alaU,tRNA,"ECK3263,talD"
3420,ileU,tRNA,"ECK3264,tilD"
3421,rrsD,rRNA,ECK3265
3422,yrdA,protein_coding,ECK3266
3423,yrdB,protein_coding,ECK3267
3424,aroE,protein_coding,ECK3268
3425,tsaC,protein_coding,"ECK3269,rimN,yrdC"
3426,yrdD,protein_coding,ECK3270
3427,smg,protein_coding,ECK3271
3428,smf,protein_coding,"b3285,b3286,ECK3272,smf1,smf2"
3429,def,protein_coding,"ECK3273,fms"
3430,fmt,protein_coding,"ECK3274,ftm,yhdD"
3431,rsmB,protein_coding,"ECK3275,fmu,fmv,rrmB,sun,yhdB"
3432,trkA,protein_coding,ECK3276
3433,mscL,protein_coding,"ECK3277,yhdC"
3434,arfA,protein_coding,"ECK3278,yhdL"
3435,zntR,protein_coding,"ECK3279,yhdM"
3436,yhdN,protein_coding,ECK3280
3437,rplQ,protein_coding,ECK3281
3438,rpoA,protein_coding,"ECK3282,pez,phs,sez"
3439,rpsD,protein_coding,"ECK3283,ramA,sud(2),sud2"
3440,rpsK,protein_coding,ECK3284
3441,rpsM,protein_coding,ECK3285
3442,rpmJ,protein_coding,"ECK3286,secX"
3443,secY,protein_coding,"ECK3287,prlA"
3444,rplO,protein_coding,ECK3288
3445,rpmD,protein_coding,ECK3289
3446,rpsE,protein_coding,"ECK3290,eps,spc,spcA"
3447,rplR,protein_coding,ECK3291
3448,rplF,protein_coding,ECK3292
3449,rpsH,protein_coding,ECK3293
3450,rpsN,protein_coding,ECK3294
3451,rplE,protein_coding,ECK3295
3452,rplX,protein_coding,ECK3296
3453,rplN,protein_coding,ECK3297
3454,rpsQ,protein_coding,"ECK3298,neaA"
3455,rpmC,protein_coding,ECK3299
3456,rplP,protein_coding,ECK3300
3457,rpsC,protein_coding,ECK3301
3458,rplV,protein_coding,"ECK3302,eryB"
3459,rpsS,protein_coding,ECK3303
3460,rplB,protein_coding,ECK3304
3461,rplW,protein_coding,ECK3305
3462,rplD,protein_coding,"ECK3306,eryA"
3463,rplC,protein_coding,ECK3307
3464,rpsJ,protein_coding,"ECK3308,nusE"
3465,gspB,protein_coding,"ECK3309,pinO,pioO"
3466,gspA,protein_coding,"ECK3310,yheD"
3467,gspC,protein_coding,"ECK3311,yheE"
3468,gspD,protein_coding,"ECK3312,yheF"
3469,gspE,protein_coding,"ECK3313,yheG"
3470,gspF,protein_coding,"ECK3314,hofF,hopF"
3471,gspG,protein_coding,"ECK3315,hofG,hopG"
3472,gspH,protein_coding,"ECK3316,hofH,hopH"
3473,gspI,protein_coding,"ECK3317,yheH"
3474,gspJ,protein_coding,"ECK3318,yheI"
3475,gspK,protein_coding,"ECK3319,yheJ"
3476,gspL,protein_coding,"ECK3320,yheK"
3477,gspM,protein_coding,"ECK3321,hopZ,pshM"
3478,gspO,protein_coding,"ECK3322,hofD,hopD,hopO,yheC"
3479,bfr,protein_coding,ECK3323
3480,bfd,protein_coding,"ECK3324,yheA"
3481,chiA,protein_coding,"ECK3325,yheB"
3482,tufA,protein_coding,"ECK3326,kirT,pulT"
3483,fusA,protein_coding,"ECK3327,far,fus"
3484,rpsG,protein_coding,ECK3328
3485,rpsL,protein_coding,"asuB,ECK3329,strA"
3486,tusB,protein_coding,"ECK3330,yheL"
3487,tusC,protein_coding,"ECK3331,yheM"
3488,tusD,protein_coding,"ECK3332,yheN"
3489,yheO,protein_coding,ECK3333
3490,fkpA,protein_coding,"ECK3334,yzzS"
3491,slyX,protein_coding,ECK3335
3492,slyD,protein_coding,ECK3336
3493,yheV,protein_coding,ECK3337
3494,kefB,protein_coding,"ECK3338,trkB"
3495,kefG,protein_coding,"ECK3339,yheR"
3496,yheS,protein_coding,ECK3340
3497,yheT,protein_coding,ECK3341
3498,yheU,protein_coding,ECK3342
3499,prkB,protein_coding,"ECK3343,yhfF"
3500,yhfA,protein_coding,ECK3344
3501,crp,protein_coding,"cap,csm,ECK3345,gurB"
3502,yhfK,protein_coding,ECK3346
3503,argD,protein_coding,"Arg1,dapC,dtu,ECK3347"
3504,pabA,protein_coding,ECK3348
3505,fic,protein_coding,"ECK3349,ficT"
3506,yhfG,protein_coding,"ECK3350,ficA"
3507,ppiA,protein_coding,"ECK3351,rot,rotA"
3508,tsgA,protein_coding,"ECK3352,gutS,yhfC,yhfH"
3509,nirB,protein_coding,ECK3353
3510,nirD,protein_coding,ECK3354
3511,nirC,protein_coding,ECK3355
3512,cysG,protein_coding,ECK3356
3513,yhfL,protein_coding,ECK3357
3514,frlA,protein_coding,"ECK3358,yhfM"
3515,frlB,protein_coding,"ECK3359,yhfN"
3516,frlC,protein_coding,"b3372,b3373,ECK3360,yhfO,yhfP"
3517,frlD,protein_coding,"ECK3361,yhfQ"
3518,frlR,protein_coding,"ECK3362,yhfR"
3519,yhfS,protein_coding,ECK3363
3520,yhfT,protein_coding,ECK3364
3521,yhfU,protein_coding,ECK3365
3522,php,protein_coding,"ECK3366,yhfV"
3523,yhfW,protein_coding,ECK3367
3524,yhfX,protein_coding,ECK3368
3525,yhfY,protein_coding,ECK3369
3526,yhfZ,protein_coding,ECK3370
3527,trpS,protein_coding,ECK3371
3528,gph,protein_coding,"ECK3372,yhfE"
3529,rpe,protein_coding,"dod,ECK3373,yhfD"
3530,dam,protein_coding,ECK3374
3531,damX,protein_coding,"ECK3375,yhfB"
3532,aroB,protein_coding,ECK3376
3533,aroK,protein_coding,ECK3377
3534,hofQ,protein_coding,"ECK3378,hopQ"
3535,hofP,protein_coding,"ECK3379,yrfA"
3536,hofO,protein_coding,"ECK3380,yrfB"
3537,hofN,protein_coding,"ECK3381,yrfC"
3538,hofM,protein_coding,"ECK3382,yrfD"
3539,mrcA,protein_coding,"ECK3383,ponA"
3540,nudE,protein_coding,"ECK3384,yrfE"
3541,igaA,protein_coding,"ECK3385,yrfF"
3542,yrfG,protein_coding,ECK3386
3543,hslR,protein_coding,"ECK3387,hsp15,yrfH"
3544,hslO,protein_coding,"ECK3388,yrfI"
3545,yhgE,protein_coding,ECK3389
3546,pck,protein_coding,"ECK3390,pckA"
3547,envZ,protein_coding,"ECK3391,ompB,perA,tpo"
3548,ompR,protein_coding,"cry,ECK3392,kmt,ompB"
3549,greB,protein_coding,ECK3393
3550,yhgF,protein_coding,ECK3394
3551,feoA,protein_coding,ECK3395
3552,feoB,protein_coding,ECK3396
3553,feoC,protein_coding,"ECK3397,yhgG"
3554,rpnA,protein_coding,"ECK3398,yhgA"
3555,bioH,protein_coding,"bioB,ECK3399"
3556,yhgH,protein_coding,"ECK3400,gntX"
3557,nfuA,protein_coding,"ECK3401,gntY,yhgI"
3558,gntT,protein_coding,"ECK3402,gntM,gntTalpha,usgA,yhgC"
3559,malQ,protein_coding,"ECK3403,malA"
3560,malP,protein_coding,"blu,ECK3404,malA"
3561,malT,protein_coding,"ECK3405,malA"
3562,rtcA,protein_coding,"b3419,b3420,ECK3406,yhgJ,yhgK"
3563,rtcB,protein_coding,"ECK3407,yhgL"
3564,rtcR,protein_coding,"ECK3408,yhgB"
3565,glpR,pseudogene,ECK3409
3566,glpG,protein_coding,ECK3410
3567,glpE,protein_coding,ECK3411
3568,glpD,protein_coding,"ECK3412,glyD"
3569,yzgL,protein_coding,ECK3413
3570,glgP,protein_coding,"ECK3414,glgY"
3571,glgA,protein_coding,ECK3415
3572,glgC,protein_coding,ECK3416
3573,glgX,protein_coding,ECK3417
3574,glgB,protein_coding,ECK3418
3575,yhgO,protein_coding,ECK4645
3576,yhgP,protein_coding,ECK4646
3577,asd,protein_coding,"dap,ECK3419,hom"
3578,yhgN,protein_coding,ECK3420
3579,gntU,protein_coding,"b3435,b3436,ECK3421"
3580,gntK,protein_coding,ECK3422
3581,gntR,protein_coding,ECK3423
3582,yhhW,protein_coding,ECK3424
3583,yhhX,protein_coding,ECK3425
3584,ryhB,ncRNA,"ECK3426,IS176,psrA18,sraI"
3585,yhhY,protein_coding,ECK3427
3586,yhhZ,protein_coding,ECK3428
3587,yrhA,pseudogene,ECK3429
3588,insA6,protein_coding,ECK0023
3589,insB6,protein_coding,ECK0022
3590,yrhD,protein_coding,ECK4421
3591,yrhB,protein_coding,ECK3430
3592,ggt,protein_coding,ECK3431
3593,yhhA,protein_coding,ECK3432
3594,ugpQ,protein_coding,ECK3433
3595,ugpC,protein_coding,ECK3434
3596,ugpE,protein_coding,ECK3435
3597,ugpA,protein_coding,"ECK3436,psiB,psiC,ugp"
3598,ugpB,protein_coding,"ECK3437,psiB,psiC"
3599,livF,protein_coding,ECK3438
3600,livG,protein_coding,"ECK3439,hrbB,hrbC,hrbD"
3601,livM,protein_coding,ECK3440
3602,livH,protein_coding,"ECK3441,hrbB,hrbC,hrbD"
3603,livK,protein_coding,"ECK3442,hrbB,hrbC,hrbD"
3604,panZ,protein_coding,"ECK3443,livL,panM,yhhK"
3605,livJ,protein_coding,"ECK3444,hrbB,hrbC,hrbD"
3606,rpoH,protein_coding,"ECK3445,fam,hin,htpR"
3607,ftsX,protein_coding,"ECK3446,ftsS"
3608,ftsE,protein_coding,ECK3447
3609,ftsY,protein_coding,ECK3448
3610,rsmD,protein_coding,"ECK3449,yhhF"
3611,yhhL,protein_coding,ECK3450
3612,yhhM,protein_coding,ECK3451
3613,yhhN,protein_coding,ECK3452
3614,zntA,protein_coding,"ECK3453,yhhO"
3615,tusA,protein_coding,"ECK3454,sirA,yhhP"
3616,yhhQ,protein_coding,ECK3455
3617,dcrB,protein_coding,"ECK3456,yhhR"
3618,yhhS,protein_coding,ECK3457
3619,yhhT,protein_coding,ECK3458
3620,acpT,protein_coding,"ECK3459,yhhU"
3621,nikA,protein_coding,"ECK3460,hydC,hydD"
3622,nikB,protein_coding,"ECK3461,hydC,hydD"
3623,nikC,protein_coding,"ECK3462,hydC,hydD"
3624,nikD,protein_coding,"ECK3463,hydC,hydD"
3625,nikE,protein_coding,"ECK3464,hydC,hydD"
3626,nikR,protein_coding,"ECK3465,yhhG"
3627,rhsB,protein_coding,ECK3466
3628,yhhH,protein_coding,ECK3467
3629,yrhC,pseudogene,ECK3468
3630,yhhI,protein_coding,ECK3469
3631,yhhJ,protein_coding,ECK3470
3632,rbbA,protein_coding,"ECK3471,yhiG,yhiH"
3633,yhiI,protein_coding,ECK3472
3634,yhiY,protein_coding,ECK4647
3635,yhiJ,protein_coding,ECK3473
3636,yhiL,pseudogene,"b3489,b3490,ECK3474,ECK3475,yhiK"
3637,yhiM,protein_coding,ECK3476
3638,yhiN,protein_coding,ECK3477
3639,pitA,protein_coding,"ECK3478,pit"
3640,uspB,protein_coding,"ECK3479,yhiO"
3641,uspA,protein_coding,ECK3480
3642,yriA,protein_coding,ECK4648
3643,yriB,protein_coding,ECK4649
3644,dtpB,protein_coding,"ECK3481,yhiP"
3645,rsmJ,protein_coding,"ECK3482,yhiQ"
3646,prlC,protein_coding,"ECK3483,opdA"
3647,rlmJ,protein_coding,"ECK3484,yhiR"
3648,gor,protein_coding,"ECK3485,gorA"
3649,dinQ,protein_coding,ECK4422
3650,agrA,ncRNA,ECK4569
3651,agrB,ncRNA,ECK4570
3652,arsR,protein_coding,"arsE,ECK3486"
3653,arsB,protein_coding,"arsF,ECK3487"
3654,arsC,protein_coding,"arsG,ECK3488"
3655,yhiS,pseudogene,ECK3489
3656,insH11,protein_coding,"ECK0261,trs5-11,yi52_11"
3657,slp,protein_coding,ECK3490
3658,dctR,protein_coding,"ECK3491,yhiF"
3659,yhiD,protein_coding,"ECK3492,yhhE"
3660,hdeB,protein_coding,"ECK3493,yhhD,yhiC"
3661,hdeA,protein_coding,"ECK3494,yhhC,yhiB"
3662,hdeD,protein_coding,"ECK3495,yhiA"
3663,arrS,ncRNA,ECK4516
3664,gadE,protein_coding,"ECK3496,yhiE,yhiT"
3665,gadF,ncRNA,ECK4575
3666,mdtE,protein_coding,"ECK3497,yhiU"
3667,mdtF,protein_coding,"ECK3498,yhiV"
3668,gadW,protein_coding,"ECK3499,yhiW"
3669,gadY,ncRNA,"ECK3500,IS183"
3670,gadX,protein_coding,"ECK3501,yhiX"
3671,gadA,protein_coding,"ECK3502,gadS"
3672,ccp,protein_coding,"ECK3503,yhjA"
3673,treF,protein_coding,ECK3504
3674,yhjB,protein_coding,ECK3505
3675,rcdB,protein_coding,"ECK3506,yhjC"
3676,yhjD,protein_coding,ECK3507
3677,yhjE,protein_coding,ECK3508
3678,yhjG,protein_coding,"ECK3509,yhjF"
3679,pdeH,protein_coding,"ECK3510,yhjH"
3680,kdgK,protein_coding,"ECK3511,yhjI"
3681,yhjJ,protein_coding,ECK3512
3682,dctA,protein_coding,ECK3513
3683,pdeK,protein_coding,"ECK3514,yhjK"
3684,bcsC,protein_coding,"ECK3515,yhjL"
3685,bcsZ,protein_coding,"bcsC,ECK3516,yhjM"
3686,bcsB,protein_coding,"ECK3517,yhjN"
3687,bcsA,protein_coding,"ECK3518,yhjO,yhjP"
3688,bcsQ,pseudogene,"ECK3519,yhjQ"
3689,yhjR,protein_coding,"bcsR,ECK3520"
3690,bcsE,protein_coding,"ECK3521,yhjS"
3691,bcsF,protein_coding,"ECK3522,yhjT"
3692,bcsG,protein_coding,"ECK3523,yhjU"
3693,ldrD,protein_coding,ECK3524
3694,rdlD,ncRNA,ECK3525
3695,yhjV,protein_coding,ECK3526
3696,dppF,protein_coding,"dppE,ECK3527"
3697,dppD,protein_coding,ECK3528
3698,dppC,protein_coding,ECK3529
3699,dppB,protein_coding,ECK3530
3700,dppA,protein_coding,"alu,dpp,ECK3531,fpp"
3701,proK,tRNA,"ECK3532,proV"
3702,eptB,protein_coding,"ECK3533,yhjW"
3703,yhjX,protein_coding,ECK3534
3704,yhjY,protein_coding,ECK3535
3705,tag,protein_coding,"ECK3536,tagA"
3706,yiaC,protein_coding,ECK3537
3707,bisC,protein_coding,ECK3538
3708,yiaD,protein_coding,ECK3539
3709,ghrB,protein_coding,"ECK3540,tkrA,yiaE"
3710,yiaF,protein_coding,ECK3541
3711,yiaG,protein_coding,ECK3542
3712,cspA,protein_coding,ECK3543
3713,ysaE,protein_coding,ECK4650
3714,mokA,pseudogene,ECK4448
3715,hokA,protein_coding,"ECK3544,yiaZ"
3716,insJ,protein_coding,"ECK3545,yi5A"
3717,insK,protein_coding,"dinS,ECK3546,t150,yi5B"
3718,sokA,pseudogene,ECK4423
3719,glyS,protein_coding,"ECK3547,gly,gly-act,glyS(B)"
3720,glyQ,protein_coding,"cfcA,ECK3548,glyS(A)"
3721,ysaB,protein_coding,ECK3549
3722,wecH,protein_coding,"ECK3550,yiaH"
3723,yiaA,protein_coding,ECK3551
3724,yiaB,protein_coding,ECK3552
3725,xylB,protein_coding,ECK3553
3726,xylA,protein_coding,ECK3554
3727,xylF,protein_coding,"ECK3555,xylT"
3728,xylG,protein_coding,ECK3556
3729,xylH,protein_coding,ECK3557
3730,xylR,protein_coding,ECK3558
3731,bax,protein_coding,ECK3559
3732,baxL,protein_coding,ECK4651
3733,malS,protein_coding,ECK3560
3734,avtA,protein_coding,ECK3561
3735,ysaA,protein_coding,"ECK3562,yiaI"
3736,plaR,protein_coding,"ECK3563,yiaJ"
3737,yiaK,protein_coding,ECK3564
3738,yiaL,protein_coding,ECK3565
3739,yiaM,protein_coding,ECK3566
3740,yiaN,protein_coding,ECK3567
3741,yiaO,protein_coding,ECK3568
3742,lyxK,protein_coding,"ECK3569,lyx,sgbK,xylK,yiaP"
3743,sgbH,protein_coding,"ECK3570,yiaQ"
3744,sgbU,protein_coding,"ECK3571,yiaR"
3745,sgbE,protein_coding,"ECK3572,yiaS"
3746,ysaC,pseudogene,ECK4459
3747,ysaD,pseudogene,ECK4460
3748,yiaT,protein_coding,ECK3573
3749,yiaU,protein_coding,ECK3574
3750,yiaV,protein_coding,ECK3575
3751,yiaW,protein_coding,ECK3576
3752,aldB,protein_coding,"ECK3577,yiaX"
3753,yiaY,protein_coding,ECK3578
3754,selB,protein_coding,"ECK3579,fdhA"
3755,selA,protein_coding,"ECK3580,fdhA"
3756,yibF,protein_coding,ECK3581
3757,rhsA,protein_coding,ECK3582
3758,yibA,protein_coding,ECK3583
3759,yibJ,pseudogene,"ECK3584,rhsJ"
3760,yibG,protein_coding,ECK3585
3761,yibS,pseudogene,ECK4440
3762,yibW,pseudogene,ECK4450
3763,yibV,protein_coding,ECK4424
3764,yibU,pseudogene,ECK4449
3765,yibH,protein_coding,ECK3586
3766,yibI,protein_coding,ECK3587
3767,mtlA,protein_coding,"ECK3588,mtlC"
3768,mtlD,protein_coding,ECK3589
3769,mtlR,protein_coding,ECK3590
3770,yibT,protein_coding,ECK3591
3771,yibL,protein_coding,ECK3592
3772,lldP,protein_coding,"ECK3593,lct,lctP"
3773,lldR,protein_coding,"ECK3594,lct,lctR"
3774,lldD,protein_coding,"ECK3595,lct,lctD"
3775,trmL,protein_coding,"ECK3596,yibK"
3776,cysE,protein_coding,ECK3597
3777,gpsA,protein_coding,ECK3598
3778,secB,protein_coding,ECK3599
3779,grxC,protein_coding,"ECK3600,yibM"
3780,yibN,protein_coding,ECK3601
3781,gpmM,protein_coding,"ECK3602,gpmC,gpmI,pgmI,yibO"
3782,envC,protein_coding,"ECK3603,slm11,yibP"
3783,yibQ,protein_coding,ECK3604
3784,waaH,protein_coding,"ECK3605,yibD"
3785,tdh,protein_coding,ECK3606
3786,kbl,protein_coding,ECK3607
3787,htrL,protein_coding,"ECK3608,yibB"
3788,rfaD,protein_coding,"ECK3609,hldD,htrM,nbsB,waaD"
3789,waaF,protein_coding,"ECK3610,rfaF"
3790,waaC,protein_coding,"ECK3611,rfa-2,rfaC,yibC"
3791,waaL,protein_coding,"ECK3612,rfaL"
3792,yibX,protein_coding,ECK4652
3793,yibY,protein_coding,ECK4653
3794,waaU,protein_coding,"ECK3613,rfaK"
3795,waaZ,protein_coding,"ECK3614,rfaZ"
3796,waaY,protein_coding,"ECK3615,rfaY"
3797,waaJ,protein_coding,"ECK3616,rfaJ,waaR"
3798,waaO,protein_coding,"ECK3617,rfaI,waaI"
3799,waaB,protein_coding,"ECK3618,lps,rfaB,syn"
3800,waaS,protein_coding,"ECK3619,rfaS"
3801,waaP,protein_coding,"ECK3620,rfaP"
3802,waaG,protein_coding,"ECK3621,rfaG"
3803,waaQ,protein_coding,"ECK3622,rfaQ"
3804,rirA,ncRNA,ECK4617
3805,waaA,protein_coding,"ECK3623,kdtA"
3806,coaD,protein_coding,"ECK3624,kdtB,yicA"
3807,mutM,protein_coding,"ECK3625,fpg"
3808,rpmG,protein_coding,ECK3626
3809,rpmB,protein_coding,ECK3627
3810,yicR,protein_coding,"ECK3628,radC"
3811,dfp,protein_coding,"coaBC,ECK3629"
3812,dut,protein_coding,"dnaS,ECK3630,sof"
3813,slmA,protein_coding,"ECK3631,ttk,yicB"
3814,pyrE,protein_coding,ECK3632
3815,rph,protein_coding,ECK3633
3816,yicC,protein_coding,ECK3634
3817,dinD,protein_coding,"ECK3635,pcsA,yicD"
3818,yicG,protein_coding,ECK3636
3819,ligB,protein_coding,"ECK3637,yicF"
3820,gmk,protein_coding,"ECK3638,spoR"
3821,rpoZ,protein_coding,"ECK3639,spoS"
3822,spoT,protein_coding,ECK3640
3823,trmH,protein_coding,"ECK3641,spoU"
3824,recG,protein_coding,"ECK3642,radC,spoV"
3825,gltS,protein_coding,"ECK3643,gltC"
3826,xanP,protein_coding,"ECK3644,yicE"
3827,yicH,protein_coding,ECK3645
3828,yicI,protein_coding,ECK3646
3829,yicJ,protein_coding,ECK3647
3830,selC,tRNA,"ECK3648,fdhC"
3831,yicT,pseudogene,"ECK4456,erhM,rhuM"
3832,setC,protein_coding,"ECK3649,yicK"
3833,yicL,protein_coding,ECK3650
3834,yicU,protein_coding,ECK4654
3835,nlpA,protein_coding,ECK3651
3836,yicS,protein_coding,ECK3652
3837,nepI,protein_coding,"ECK3653,yicM"
3838,yicN,protein_coding,ECK3654
3839,adeQ,protein_coding,"ECK3655,yicO"
3840,adeD,protein_coding,"ade,adeC(B.s.),adu,ECK3656,yicP"
3841,uhpT,protein_coding,ECK3657
3842,uhpC,protein_coding,ECK3658
3843,uhpB,protein_coding,ECK3659
3844,uhpA,protein_coding,ECK3660
3845,ilvN,protein_coding,ECK3661
3846,ilvB,protein_coding,ECK3662
3847,ivbL,protein_coding,ECK3663
3848,istR,ncRNA,"ECK4425,istR-1,istR-2,psrA19"
3849,tisB,protein_coding,"ECK4427,ysdB"
3850,ysdE,protein_coding,ECK4655
3851,emrD,protein_coding,"ECK3664,yicQ"
3852,yidF,protein_coding,ECK3665
3853,yidG,protein_coding,ECK3666
3854,yidH,protein_coding,ECK3667
